Departamento,Municipio,Puesto,Direccion
CORDOBA,LORICA,I.E PAULO VI,CRA. 31 No. 20 - 14
CORDOBA,LORICA,COLEGIO CENTRAL MILITAR ALMIRANTE COLON,CALLE 29 Y 30A No 08 - 78
CORDOBA,LORICA,CAMPANO DE LOS INDIOS,IE CAMPANO DE LOS INDIOS
CORDOBA,LORICA,COTOCA ARRIBA,CE. COTOCA ARRIBA
CORDOBA,LORICA,CAMPO ALEGRE,IE SAN LUIS CAMPO ALEGRE
CORDOBA,LORICA,EL CARITO,IE EL CARITO
CORDOBA,LORICA,MATA DE CAÑA,CE MATA DE CAÑA
CORDOBA,LORICA,EL LAZO,IE EL LAZO
CORDOBA,LORICA,EL RODEO,IE EL RODEO
CORDOBA,LORICA,LA DOCTRINA,CE NUESTRA SEÑORA DEL ROSARIO
CORDOBA,LORICA,CASTILLERAL,CE CASTILLERAL
CORDOBA,LORICA,LA PEINADA,CE. LA PEINADA
CORDOBA,LORICA,LAS FLORES,IE LAS FLORES
CORDOBA,LORICA,LA SUBIDA,CE LA SUBIDA
CORDOBA,LORICA,COTOCA ABAJO,CE. COTOCA ABAJO
CORDOBA,LORICA,LOS GOMEZ,IE. LOS GOMEZ
CORDOBA,LORICA,LOS HIGALES,IE JOSE ISABEL GONZALEZ
CORDOBA,LORICA,LOS MONOS,IE. JESUS DE NAZARET
CORDOBA,LORICA,LOS MORALES,CE LOS MORALES - CORREG LOS MORALES
CORDOBA,LORICA,NARIÑO,CORREG NARIÑO - CE LA ASUNCION
CORDOBA,LORICA,LAS CAMORRAS,CE LAS CAMORRAS
CORDOBA,LORICA,PALO DE AGUA,IE LA UNION
CORDOBA,LORICA,REMOLINO,IE REMOLINO
CORDOBA,LORICA,SAN ANTERITO,IE. SAN ANTERITO
CORDOBA,LORICA,SAN NICOLAS DE BARI,CORREG SAN NICOLAS DE BARI - CE SAN NICOLAS
CORDOBA,LORICA,SAN SEBASTIAN,IE RAFAEL NUÑEZ
CORDOBA,LORICA,MANANTIAL ARRIBA,IE SAN LUIS CAMPOALEGRE SEDE MANANTIAL ARRIBA
CORDOBA,LORICA,TIERRALTA,IE EUGENIO SANCHEZ CARDENAS
CORDOBA,LORICA,VILLA CONCEPCION,IE VILLA CONCEPCION
CORDOBA,LORICA,CANDELARIA,IE CANDELARIA HACIENDA
CORDOBA,LORICA,EL GUANABANO,IE SAN LUIS CAMPOALEGRE SEDE EL GUANABANO
CORDOBA,LORICA,SANTA LUCIA,CE SANTA LUCIA SEDE ROMAN CHICA OLAYA
CORDOBA,LORICA,CENTRO POBLADO LA PALMA,VDA LA PALMA - CENTRO POBLADO LA PALMA
CORDOBA,LORICA,VDA NUEVO CAMPO ALEGRE,VDA NVO CAMPO ALEGRE CE NVO CAMPO ALEGRE
CORDOBA,LORICA,LAS ESTANCIAS,VDA LAS ESTANCIAS - CE LAS ESTANCIAS
CORDOBA,LOS CORDOBAS,PUESTO CABECERA MUNICIPAL,I.E LICEO LOS CORDOBAS CABECER
CORDOBA,LOS CORDOBAS,BUENAVISTA,I.E BUENAVISTA
CORDOBA,LOS CORDOBAS,GUAIMARO,I.E EL GUAIMARO
CORDOBA,LOS CORDOBAS,EL EBANO,I.E EL EBANO
CORDOBA,LOS CORDOBAS,JALISCO,I.E JALISCO
CORDOBA,LOS CORDOBAS,LA PONDERANCIA,I.E LA PONDERANCIA
CORDOBA,LOS CORDOBAS,LA SALADA,I.E. LA SALADA
CORDOBA,LOS CORDOBAS,MORINDO SANTANA,I.E MORINDO SANTANA
CORDOBA,LOS CORDOBAS,NUEVO NARIÑO,I.E. NUEVO NARIÑO
CORDOBA,LOS CORDOBAS,PUERTO REY,I.E PUERTO REY
CORDOBA,LOS CORDOBAS,SANTA ROSA DE LA CAÑA,I.E SANTA ROSA DE LA CAÑA
CORDOBA,MOMIL,PUESTO CABECERA MUNICIPAL,CRA7 No 10-28 BARRIO SAN ANTONIO
CORDOBA,MOMIL,ESCUELA NVA DE GUAYMARAL,ESC. NVA. GUAYMARAL CL P/PAL
CORDOBA,MOMIL,SABANETA,ESC. NVA DE SABANETA ENTRADA PPAL DE SABANETA
CORDOBA,MOMIL,SACANA,ESC. NVA. SACANA BR SAN JUAN
CORDOBA,MONTELIBANO,COLEGIO PABLO VI,CLL 12 No 12-21 BARRIO PABLO VI
CORDOBA,MONTELIBANO,IE SAN ANTONIO MARIA CLARET SAMAC,CRA 7A CLL 23 BARRIO LA LUCHA
CORDOBA,MONTELIBANO,MEGACOLEGIO CESUM,CALLE 9 No. 3-25
CORDOBA,MONTELIBANO,IE BELEN,CALLE 2 No. 1-35
CORDOBA,MONTELIBANO,IE SAN BERNARDO,CRA 28 CLL 23 BARRIO SAN BERNARDO
CORDOBA,MONTELIBANO,EL ANCLAR,I.E ANTONIO NARIÑO
CORDOBA,MONTELIBANO,COLEGIO SIMON BOLIVAR,CORREGIMIENTO CORDOBA DE MONTELIBANO
CORDOBA,MONTELIBANO,PALMAR,I.E EL PALMAR
CORDOBA,MONTELIBANO,PICA PICA NUEVO,I.E JOSE MARIA CORDOBA
CORDOBA,MONTELIBANO,PUERTO ANCHICA,IE SAN JOSE
CORDOBA,MONTELIBANO,PUERTO NUEVO,COLEGIO DULCE NOMBRE DE JESUS
CORDOBA,MONTELIBANO,SAN FRANCISCO,I.E SAN FRANCISCO
CORDOBA,MONTELIBANO,TIERRADENTRO,I.TEC AGROPECUARIO CLARE
CORDOBA,MONTELIBANO,IE NUESTRA SEÑORA DEL CARMEN,CORREGIMIENTO LAS MARGARITAS
CORDOBA,MOÑITOS,I.E .SAN JOSÉ,CRA 8 No 27-34
CORDOBA,MOÑITOS,BAJO LIMON,I.E NUESTRA SEÑORA DEL CARMEN
CORDOBA,MOÑITOS,BROQUELES,I.E BROQUELES
CORDOBA,MOÑITOS,LA UNION,I.E BAJO BLANCO
CORDOBA,MOÑITOS,LA RADA,I.E LA RADA
CORDOBA,MOÑITOS,LAS MUJERES,C.E. LAS MUJERES
CORDOBA,MOÑITOS,PERPETUO SOCORRO,I.E PERPETUO SOCORRO
CORDOBA,MOÑITOS,RIO CEDRO,C.E. RIO CEDRO
CORDOBA,MOÑITOS,SANTANDER DE LA CRUZ,I.E LORGIA DE ARCO
CORDOBA,MOÑITOS,SAN JOSE DE BELLA COHITA,C.E. SAN JOSE DE BELLA COHITA
CORDOBA,MOÑITOS,NARANJAL,I.E NARANJAL CORREGIMIENTO NARANJAL
CORDOBA,PLANETA RICA,COL NUESTRA SEÑORA DE LA CANDE,CR 10 NO 8-35 BARRIO LOS ANGELES
CORDOBA,PLANETA RICA,COL SIMON BOLIVAR,CALLE 20 NO 16-18 BARRIO BRASILIA
CORDOBA,PLANETA RICA,COL ALIANZA PARA EL PROGRESO,CR 8 NO 15-36 BARRIO CENTRO
CORDOBA,PLANETA RICA,CENTRO EDUCATIVO MARIA INMACUL,CLL 20 NO 6-88 BARRIO CENTRO
CORDOBA,PLANETA RICA,ARENOSO,C.E. ARENOSO
CORDOBA,PLANETA RICA,CAMPOBELLO,COL ANTONIO RICAURTE
CORDOBA,PLANETA RICA,CAROLINA,C.E. CAROLINA
CORDOBA,PLANETA RICA,CENTRO ALEGRE,COL SERGIO MARTÍNEZ
CORDOBA,PLANETA RICA,EL ALMENDRO,COL ALBERTO ALZATE PATIÑO
CORDOBA,PLANETA RICA,MARAÑONAL,COL ALBERTO ALZATE PATIÑO
CORDOBA,PLANETA RICA,PLAZA BONITA,COL PLAZA BONITA
CORDOBA,PLANETA RICA,PROVIDENCIA,C.E. PROVIDENCIA
CORDOBA,PLANETA RICA,LAS PELONAS,C.E. LAS PELONAS
CORDOBA,PUEBLO NUEVO,IE TEC EN PROMOCION SOCIAL EL ROSARIO,CR 12 #19B-132
CORDOBA,PUEBLO NUEVO,ARENA DEL SUR,ESC NVA ARENA DEL S. PZA P/PAL
CORDOBA,PUEBLO NUEVO,ARROYO DE LA ARENA,ESC NVA ARROYO DE LA ARENA PZA
CORDOBA,PUEBLO NUEVO,BETANIA,ESC NVA BETANIA PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,CINTURA,ESC NVA CINTURA PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,EL CONTENTO,ESC. NVA. EL CONTENTO PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,CORCOVADO,ESC NVA CORCOVADO PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,EL POBLADO,ESC NVA EL POBLADO PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,EL VARAL,ESC NVA EL VARAL. PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,EL CAMPANO,ESC NVA EL CAMPANO PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,LA GRANJITA,ESC NVA LA GRANJITA PZA P/PAL
CORDOBA,PUEBLO NUEVO,LA MAGDALENA,ESC NVA LA MAGDALENA. PLAZA PR
CORDOBA,PUEBLO NUEVO,LOS LIMONES,ESC NVA LOS LIMONES. PLAZA PRI
CORDOBA,PUEBLO NUEVO,EL CHIPAL,ESC NVA EL CHIPAL. PLAZA PRINC
CORDOBA,PUEBLO NUEVO,EL ARCIAL,ESC NVA PIÑALITO PLAZA PRINCIP
CORDOBA,PUEBLO NUEVO,LA ESPERANZA,ESC NVA LA ESPERANZA.PZA P/PAL
CORDOBA,PUEBLO NUEVO,NEIVA,ESC NVA NEIVA. PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,NUEVA ESPERANZA N.1,ESC NVA ESPERANZA #1 PLAZA P/P
CORDOBA,PUEBLO NUEVO,PUERTO SANTO,ESC NVA PTO SANTO. PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,PALMIRA,ESC NVA PALMIRA PLAZA P/PAL
CORDOBA,PUEBLO NUEVO,PUEBLO REGAO,ESC.NVA PUEBLO REGAO.PZA P/PAL
CORDOBA,PUERTO LIBERTADOR,IE JOSE MARIA CORDOBA,CLL 7 No 11-34
CORDOBA,PUERTO LIBERTADOR,CENTRO AMERICA,CENTRO AMERICA
CORDOBA,PUERTO LIBERTADOR,COROZALITO,CE FRANCISCO JOSE DE CALDAS
CORDOBA,PUERTO LIBERTADOR,EL BRILLANTE,CE JUAN PABLO SEGUNDO
CORDOBA,PUERTO LIBERTADOR,JUAN JOSE,IE SANTA TERESITA
CORDOBA,PUERTO LIBERTADOR,NUEVA ESPERANZA,ESC LA ESPERANZA
CORDOBA,PUERTO LIBERTADOR,LA RICA,ESC MIX PIO XII
CORDOBA,PUERTO LIBERTADOR,PICA PICA,INST PICA PICA
CORDOBA,PUERTO LIBERTADOR,PUERTO BELEN,ESC ALFONSO SANCHEZ
CORDOBA,PUERTO LIBERTADOR,PUERTO CAREPA,ESC PUERTO CAREPA
CORDOBA,PUERTO LIBERTADOR,PUERTO LOPEZ,ESC PUERTO LOPEZ
CORDOBA,PUERTO LIBERTADOR,SAN JUAN,CE PABLO SEXTO
CORDOBA,PUERTO LIBERTADOR,SANTA FE DE LAS CLARAS,CE LUCILA GODOY
CORDOBA,PUERTO LIBERTADOR,TORNO ROJO,C.E. SIMON BOLIVAR
CORDOBA,PUERTO LIBERTADOR,VILLANUEVA,CE VILLANUEVA
CORDOBA,PUERTO ESCONDIDO,PUESTO CABECERA MUNICIPAL,CALLE PRINCIPAL VIA CRISTO REY
CORDOBA,PUERTO ESCONDIDO,CONTENTO ARRIBA,I.E EL CONTENTO.
CORDOBA,PUERTO ESCONDIDO,CRISTO REY,I.E CRISTO REY
CORDOBA,PUERTO ESCONDIDO,EL ARIZAL,I.E EL ARIZAL.
CORDOBA,PUERTO ESCONDIDO,EL PANTANO,I.E EL PANTANO
CORDOBA,PUERTO ESCONDIDO,LA CAÑA DE CANALETE,I.E LA CANA DE CANALETE.
CORDOBA,PUERTO ESCONDIDO,LAS MUJERES,I.E VICENTE DIAZ.
CORDOBA,PUERTO ESCONDIDO,SABALITO,I.E. SABALITO - CORREGIMIENTO LAS MUJERES
CORDOBA,PUERTO ESCONDIDO,MORINDO JARAMAGAL,I.E MORINDO JARAMAGAL.
CORDOBA,PUERTO ESCONDIDO,SANTA ISABEL,I.E SANTA ISABEL.
CORDOBA,PUERTO ESCONDIDO,SAN JOSE DE CANALETE,POLIDEPORTIVO SAN JOSE DE CANALETE
CORDOBA,PUERTO ESCONDIDO,CENTRO DE SALUD SAN LUIS DE SEVILLA,CENTRO DE SALUD SAN LUIS DE SEVILLA
CORDOBA,PUERTO ESCONDIDO,SAN MIGUEL,INSTUTUCION EDUCATIVA VERDUN.
CORDOBA,PUERTO ESCONDIDO,SILENCIO,I.E EL SILENCIO
CORDOBA,PUERTO ESCONDIDO,VILLA ESTHER,I.E VILLA ESTHER
CORDOBA,PURISIMA,PUESTO CABECERA MUNICIPAL,CARRERA 3 No 7-64
CORDOBA,PURISIMA,ASERRADERO,INST- EDUCATIVA ASERRADERO
CORDOBA,PURISIMA,EL HUESO,INS- EDUCATIVA EL HUESO
CORDOBA,PURISIMA,LOS CORRALES,KM 5 VIA LORÍCA - CHINÚ
CORDOBA,PURISIMA,SAN PEDRO,INS- EDUCATIVA SAN PEDRO
CORDOBA,SAHAGUN,COL SAN ROQUE,CLL 19A CRA 23 BARRIO SAN ROQUE
CORDOBA,SAHAGUN,COL LA CRUZ,TRANSV.13 No 7-43
CORDOBA,SAHAGUN,I.E. SIMON BOLIVAR,DG. 14 # 2 - 24 BR NUEVA GRANADA
CORDOBA,SAHAGUN,I.E. EL CARMEN,CL. 16 KR 4 ESQ BR EL CARMEN
CORDOBA,SAHAGUN,CONCENTRACIÓN EDUCATIVA DEL NORTE,CL. 19 KR. 1 - B2 DG ESTADIO DE FUTBOL
CORDOBA,SAHAGUN,NUESTRA SEÑORA DE LA SALUD,CALLE 17 CARRERA 1 ESQUINA
CORDOBA,SAHAGUN,ARENA DEL NORTE,IE ARENAS DEL NORTE
CORDOBA,SAHAGUN,AGUAS VIVAS,CENT EDUC AGUAS VIVAS
CORDOBA,SAHAGUN,BAJO GRANDE,IE BAJO GRANDE
CORDOBA,SAHAGUN,CATALINA,CENT EDUC SANTA CATALINA
CORDOBA,SAHAGUN,GUAYABAL LA YE,IE LA YE SEDE GUAYABAL
CORDOBA,SAHAGUN,EL ROBLE,CENT EDUC EL ROBLE
CORDOBA,SAHAGUN,COLOMBOY,IE COLOMBOY
CORDOBA,SAHAGUN,EL KILOMETRO 34,EL KILOMETRO 34
CORDOBA,SAHAGUN,CRUCERO,CENT EDUC EL CRUCERO
CORDOBA,SAHAGUN,EL DIVIDIVI,IE EL DIVIDIVI
CORDOBA,SAHAGUN,EL VIEJANO,IE EL VIEJANO
CORDOBA,SAHAGUN,EL GUAIMARO,CENT EDUC EL GUAIMARO
CORDOBA,SAHAGUN,LAS BOCAS,CENT EDUC LAS BOCAS
CORDOBA,SAHAGUN,GUAIMARITO,CENT EDUC GUAIMARITO
CORDOBA,SAHAGUN,LA QUEBRADA,CENT EDUC LA QUEBRADA
CORDOBA,SAHAGUN,LAS AGUADITAS,CENT EDUC LAS AGUADITAS
CORDOBA,SAHAGUN,LOS GALANES,CENT EDUC LOS GALANES
CORDOBA,SAHAGUN,LOS AMARILLOS,CENT EDUC LOS AMARILLOS
CORDOBA,SAHAGUN,LLANADAS,IE LLANADAS
CORDOBA,SAHAGUN,LA YE,IE LA YE
CORDOBA,SAHAGUN,MORROCOY,ESC RURAL MIXTA MORROCOY
CORDOBA,SAHAGUN,PISA FLORES,CENT EDUC PISA FLORES
CORDOBA,SAHAGUN,RANCHERIA,IE RANCHERIA
CORDOBA,SAHAGUN,RODACULO,IE RODACULO
CORDOBA,SAHAGUN,SABANETA,ESC RURAL MIXTA SABANETA
CORDOBA,SAHAGUN,SALGUERITO,CENT DOC SALGUERITO
CORDOBA,SAHAGUN,SALITRAL,CENT EDUC SALITRAL
CORDOBA,SAHAGUN,SAN ANDRESITO,CENT EDUC SAN ANDRESITO
CORDOBA,SAHAGUN,SAN ANTONIO,CENT EDUC SAN ANTONIO
CORDOBA,SAHAGUN,SANTIAGO ABAJO,CENT EDUC SANTIAGO ABAJO
CORDOBA,SAHAGUN,TREMENTINO BULERO,CENT EDUC TREMENTINO BULERO
CORDOBA,SAHAGUN,LOS CHIBOLOS,CENT EDUC LOS CHIBOLOS
CORDOBA,SAHAGUN,LAS MANUELITAS,CENT EDUC LAS MANUELITAS
CORDOBA,SAHAGUN,EL OLIVO,ESC RURAL MIXTA EL OLIVO
CORDOBA,SAHAGUN,EL REMOLINO,IE EL REMOLINO
CORDOBA,SAN ANDRES DE SOTAVENTO,COLEGIO ALIANZA,TRANV. 6 No 3A - 14 CLL CHINU
CORDOBA,SAN ANDRES DE SOTAVENTO,CALLE LARGA,C.E. CL LARGA.
CORDOBA,SAN ANDRES DE SOTAVENTO,CRUZ DEL GUAYABO,I.E.TEC.AGRP. DORIBEL TARRA
CORDOBA,SAN ANDRES DE SOTAVENTO,EL BANCO,C.E. EL BANCO
CORDOBA,SAN ANDRES DE SOTAVENTO,EL CONTENTO,C.E. EL CONTENTO
CORDOBA,SAN ANDRES DE SOTAVENTO,EL HOYAL,C.E. EL HOYAL
CORDOBA,SAN ANDRES DE SOTAVENTO,LAS CASITAS,C.E. LAS CASITAS
CORDOBA,SAN ANDRES DE SOTAVENTO,LOS CARRETOS,IE SANTA LUCIA
CORDOBA,SAN ANDRES DE SOTAVENTO,LOS CASTILLOS,C.E. LOS CASTILLOS
CORDOBA,SAN ANDRES DE SOTAVENTO,PLAZA BONITA (MOCHA),IE PLAZA BONITA (MOCHA)
CORDOBA,SAN ANDRES DE SOTAVENTO,PUEBLECITO,IE PUEBLECITO
CORDOBA,SAN ANDRES DE SOTAVENTO,GARDENIAS,IE GARDENIAS
CORDOBA,SAN ANDRES DE SOTAVENTO,BERLIN,IE BERLIN
CORDOBA,SAN ANTERO,COLEGIO LA INMACULADA BARRIO LAS AGUADAS,CLL 11B No 26 - 07 BLOQUE 2
CORDOBA,SAN ANTERO,BIJAITO,ESC NVA BIJAITO
CORDOBA,SAN ANTERO,CERRO PETRONA,ESC CERRO PETRONA
CORDOBA,SAN ANTERO,EL PORVENIR (EL BOBO),I. DEL ANTIGUO COL PORVENIR
CORDOBA,SAN ANTERO,LAS NUBES,ESC LAS NUBES
CORDOBA,SAN ANTERO,NUEVO AGRADO,I.E TOMAS SANTO
CORDOBA,SAN ANTERO,SANTA ROSA DEL BALSAMO,I.E SANTA ROSA DEL BALSAMO
CORDOBA,SAN ANTERO,SANTA CRUZ,ESC PRINCIPAL SANTA CRUZ
CORDOBA,SAN ANTERO,TIJERETAS,ESC PRINCIPAL TIJERETA
CORDOBA,SAN BERNARDO DEL VIENTO,SAN FRANCISCO DE ASIS,CRA 7 # 17 - 65 BARRIO ALFONSO LOPEZ
CORDOBA,SAN BERNARDO DEL VIENTO,CAÑO GRANDE,ESC NVA CAÑO GRANDE
CORDOBA,SAN BERNARDO DEL VIENTO,CHIQUI,ESC NVA CHIQUI
CORDOBA,SAN BERNARDO DEL VIENTO,EL CASTILLO,ESC NVA EL CASTILLO
CORDOBA,SAN BERNARDO DEL VIENTO,JOSE MANUEL,COL DE BACH JOSE MANUEL
CORDOBA,SAN BERNARDO DEL VIENTO,EL PARAISO,ESC NVA EL PARAISO
CORDOBA,SAN BERNARDO DEL VIENTO,LAS CAÑAS,ESC NVA LAS CAÑAS
CORDOBA,SAN BERNARDO DEL VIENTO,NUEVA ESTRELLA,ESC NVAESTRELLA
CORDOBA,SAN BERNARDO DEL VIENTO,PAJONAL,PLAZA PRINCIPAL SALON COMUNAL PAJONAL
CORDOBA,SAN BERNARDO DEL VIENTO,PLAYA DEL VIENTO,COL DE BACH PLAYA DEL VIENTO
CORDOBA,SAN BERNARDO DEL VIENTO,PASO NUEVO,COL DE BACH PASO NVO
CORDOBA,SAN BERNARDO DEL VIENTO,SAN BLAS,ESC NVA SAN BLAS
CORDOBA,SAN BERNARDO DEL VIENTO,SICARA,ESC NVA SICARA
CORDOBA,SAN BERNARDO DEL VIENTO,TINAJON COMPOSTELA,ESC NVA TINAJON COMPOSTELA
CORDOBA,SAN BERNARDO DEL VIENTO,TREMENTINO,ESC NVA TREMENTINO
CORDOBA,SAN BERNARDO DEL VIENTO,VILLA CLARA,ESC NVA VILLA CLARA
CORDOBA,SAN BERNARDO DEL VIENTO,BARCELONA,ESC NVA BARCELONA
CORDOBA,SAN BERNARDO DEL VIENTO,BARBASCAL,ESC NVA BARBASCAL
CORDOBA,SAN CARLOS,IE NUESTRA SEÑORA DEL PERPETUO SOCORRO,CRA 2 No 17 - 37 BARRIO CASTILLERAL
CORDOBA,SAN CARLOS,CAMPANITO (CALLEMAR),C.E. CAMPANITO
CORDOBA,SAN CARLOS,CARRIZAL,I.E SAN JOSE DE CARRIZAL
CORDOBA,SAN CARLOS,CIENAGUITA,C.E. CIENAGUITA
CORDOBA,SAN CARLOS,EL HATO,I.E EL HATO
CORDOBA,SAN CARLOS,GUACHARACAL,C.E. GUACHARACAL
CORDOBA,SAN CARLOS,SANTA ROSA,C.E. SANTA ROSA
CORDOBA,SAN CARLOS,SAN MIGUEL ABAJO,C.E. SAN MIGUEL ABAJO
CORDOBA,SAN JOSE DE URE,PUESTO CABECERA MUNICIPAL,IE SAN JOSÉ DE URÉ
CORDOBA,SAN JOSE DE URE,BOCAS DE URÉ,CDI ADELFA MARIA URZOLA
CORDOBA,SAN JOSE DE URE,BATATALITO,I.E LAINMACULADA SD BATATALITO
CORDOBA,SAN JOSE DE URE,BRAZO IZQUIERDO,I.E CORAZON DE MARIA BRAZO IZQ
CORDOBA,SAN JOSE DE URE,DORADAS,CASA COMUNITARIA INDIGENA
CORDOBA,SAN JOSE DE URE,FLECHAS,C.E S. JOSE DE URE SD MATOSOS
CORDOBA,SAN JOSE DE URE,LA CRISTALINA,ESC NVA LA CRISTALINA
CORDOBA,SAN JOSE DE URE,PUERTO COLOMBIA,IE PUERTO COLOMBIA SEDE PRINCIPAL
CORDOBA,SAN JOSE DE URE,VERSALLES,IE LA INMACULADA SEDE PPAL
CORDOBA,SAN JOSE DE URE,VIERA ABAJO,IE SAN LUIS SEDE PPAL
CORDOBA,SAN JOSE DE URE,IE SAGRADO CORAZON DE JESUS - SEDE MIAMI,IE SAGRADO CORAZON DE JESUS - SEDE MIAMI
CORDOBA,SAN PELAYO,IE SANTA TERESITA SEDE GENERAL SANTANDER,CLL 12 CRA 4 No 46
CORDOBA,SAN PELAYO,BUENOS AIRES,INSTITUCION EDUCATIVA BUENOS AIRES
CORDOBA,SAN PELAYO,BONGA MELLA,ESC RURAL MIXTA BONGA MELLA
CORDOBA,SAN PELAYO,CARRILLO,COL SAGRADO CORAZON DE JESUS
CORDOBA,SAN PELAYO,EL CHIQUI,ESC RURAL MIXTA EL CHIQUI
CORDOBA,SAN PELAYO,EL OBLIGADO,ESC RURAL EL OBLIGADO
CORDOBA,SAN PELAYO,LA MADERA,I.E DIVINO NIÑO
CORDOBA,SAN PELAYO,LAS GUAMAS,COL BACH AMAURY GARCIA BURGOS
CORDOBA,SAN PELAYO,PELAYITO,ESC RURAL MIXTA PELAYITO
CORDOBA,SAN PELAYO,SABANANUEVA,COL BACH SIMON BOLIVAR
CORDOBA,SAN PELAYO,SAN ISIDRO (ABARCA),ESC RURAL MIXTA SAN ISIDRO
CORDOBA,SAN PELAYO,VALPARAISO (CAÑO VIEJO),ESC RURAL MIXTA VALPARAISO
CORDOBA,SAN PELAYO,PUERTO NUEVO,MIGUEL LENGUAS NAVAS SEDE SIMON BOLIVAR
CORDOBA,TIERRALTA,INSTITUCION EDUCATIVA EL PARAISO,CRA 3 SALIDA A MONTERIA BRR PARAISO
CORDOBA,TIERRALTA,INST. EDUCATIVA BENICIO AGUDELO,KR 8 #17-19
CORDOBA,TIERRALTA,INST. EDUCATIVA MADRE LAURA,CARRETERA P/PAL VIA PALMIRA
CORDOBA,TIERRALTA,INST EDUC BENICIO AGUDELO SEDE EL RECREO,BARRIO EL RECREO
CORDOBA,TIERRALTA,DIVINO NIÑO - SEDE YIRET,CALLE 4 Nª 10-39 BARRIO PRADO
CORDOBA,TIERRALTA,INST. EDUCATIVA 19 DE MARZO,CALLE 10 CRA. 22 Y 23
CORDOBA,TIERRALTA,CAMPAMENTO,CALLE 1 Nº.1-28 CAMPAMENTO
CORDOBA,TIERRALTA,INST EDUCATIVA LA INMACULADA,CL 7 #10-20
CORDOBA,TIERRALTA,BONITO VIENTO,ESC. BONTO VIENTO
CORDOBA,TIERRALTA,CALLEJAS,INSTITUCION EDUCATIVA 1 DE MAYO CALLEJAS
CORDOBA,TIERRALTA,CARAMELO,ESC. NVA CARAMELO
CORDOBA,TIERRALTA,CRUCITO,INSTITUCION EDUCATIVA CRUCITO
CORDOBA,TIERRALTA,BATATA,INSTITUCION EDUCATIVA BATATA
CORDOBA,TIERRALTA,PALMIRA,INSTITUCION EDUCATIVA PALMIRA
CORDOBA,TIERRALTA,NUEVA GRANADA,ESCUELA NUEVA GRANADA
CORDOBA,TIERRALTA,MANTAGORDAL,ESCUELA NUEVA MANTAGORDAL
CORDOBA,TIERRALTA,LA OSSA,ESC. NVA LA OSSA
CORDOBA,TIERRALTA,CAMPO BELLO,ESC.REAS CAMPO BELLO
CORDOBA,TIERRALTA,LOS MORALES,ESC. NVA LOS MORALES
CORDOBA,TIERRALTA,DIAMANTE,VEREDA
CORDOBA,TIERRALTA,EL ROSARIO,VEREDA
CORDOBA,TIERRALTA,SEVERINERA,ESCUELA SEVERINERA
CORDOBA,TIERRALTA,NUEVO CEIBAL,VEREDA
CORDOBA,TIERRALTA,SANTA FE,ESC. NVA SANTA FE DE RALITO
CORDOBA,TIERRALTA,SANTA MARTA,ESC NVA SANTA MARTA
CORDOBA,TIERRALTA,LAS DELICIAS,ESC. REAS LAS DELICIAS
CORDOBA,TIERRALTA,VILLA PROVIDENCIA,ESC. VILLA PROVIDENCIA
CORDOBA,TIERRALTA,VOLADOR,ESC. NVO VOLADOR
CORDOBA,TIERRALTA,LOS POLLOS,COMUNIDAD INDIGENA
CORDOBA,TIERRALTA,FRASQUILLO NUEVO,ESC. FRASQUILLO NVO
CORDOBA,TIERRALTA,NAWA NUEVO,COMUNIDAD INDIGENA
CORDOBA,TIERRALTA,SAIZA,VEREDA
CORDOBA,TIERRALTA,RIO VERDE,COMUNIDAD INDIGENA
CORDOBA,TIERRALTA,SAN FELIPE DE CADILLO,ESC. SAN FELIPE DE CADILLO
CORDOBA,TUCHIN,COLEGIO MIXTO DE TUCHIN SD SAN PEDRO,CRA 15C CALLE 11 - 5
CORDOBA,TUCHIN,ALGODONCILLO,C.E. ALGODONCILLO
CORDOBA,TUCHIN,BARBACOAS,I.E BARBACOAS
CORDOBA,TUCHIN,BOMBA,BOMBA
CORDOBA,TUCHIN,CRUZ CHIQUITA,CRUZ CHIQUITA
CORDOBA,TUCHIN,FLECHAS,C.E. FLECHAS
CORDOBA,TUCHIN,GUAIMARAL,SOLON COMUNAL GUAIMARAL
CORDOBA,TUCHIN,MOLINA,I.E MOLINA
CORDOBA,TUCHIN,NUEVA ESPERANZA,NUEVA ESPERANZA
CORDOBA,TUCHIN,NUEVA ESTRELLA,C.E. NVA ESTRELLA
CORDOBA,TUCHIN,SAN JUAN DE LA CRUZ,I.E SAN JUAN DE LA
CORDOBA,TUCHIN,SANTANDER DE LA CRUZ,SANTANDER DE LA CRUZ
CORDOBA,TUCHIN,VIDALES,C.E. LOS VIDALES
CORDOBA,VALENCIA,INST EDUCATIVA JOSE MARIA CARBONELL,CALLE 12 No. 6-25
CORDOBA,VALENCIA,EL REPOSO,C.E. EL REPOSO
CORDOBA,VALENCIA,C.E. MARIA AUXILIADORA,C.E. MARIA AUXILIADORA
