Departamento,Municipio,Puesto,Direccion
CESAR,PELAYA,COSTILLAS,INSTITUCION EDUCATIVA EN COSTILLA
CESAR,PELAYA,SAN BERNARDO,I.E. FRANCISCO RINALDY
CESAR,PUEBLO BELLO,PUESTO CABECERA MUNICIPAL,CRA 8 No 10-69 CIC
CESAR,PUEBLO BELLO,LA CAJA,LA CAJA
CESAR,PUEBLO BELLO,LA HONDA,COLEGIO LA HONDA
CESAR,PUEBLO BELLO,LAS MINAS DE HIRACAL,COLEGIO MINAS DE IRACAL
CESAR,PUEBLO BELLO,PALMARITO NUEVO COLON,COLEGIO DE NUEVO COLON
CESAR,PUEBLO BELLO,NABUSIMAKE,COLEGIO DE BACHILLERATO NABUSIMAKE CIED
CESAR,PUEBLO BELLO,SIMONORWA,BIBLIOTECA
CESAR,RIO DE ORO,CABECERA MUNICIPAL-IE NORMAL SUPERIOR,CLL EL BOSQUE #2-62
CESAR,RIO DE ORO,CORREGIMIENTO DE DIEGO HERNANDEZ,ESCUELA SEDE DIEGO HERNANDEZ
CESAR,RIO DE ORO,CORREGIMIENTO EL GITANO,ESCUELA SEDE EL GITANO
CESAR,RIO DE ORO,CORREGIMIENTO EL HOBO,ESCUELA SEDE EL HOBO
CESAR,RIO DE ORO,CORREGIMIENTO EL SALOBRE,CENTRO EDUCATIVO EL SALOBRE
CESAR,RIO DE ORO,CORREGIMIENTO DE HONDURAS,ESCUELA SEDE HONDURAS
CESAR,RIO DE ORO,CORREGIMIENTO LA PALESTINA,ESCUELA SEDE LA PALESTINA
CESAR,RIO DE ORO,CORREGIMIENTO EL LINDSAY,ESCUELA EL LINDSAY
CESAR,RIO DE ORO,CORREGIMIENTO DE LOS ANGELES,I.E. LOS ANGELES
CESAR,RIO DE ORO,CORREGIMIENTO EL MARQUEZ,I.E. EL MARQUEZ
CESAR,RIO DE ORO,CORREGIMIENTO DE MONTECITOS,C.E. MONTECITOS
CESAR,RIO DE ORO,CORREGIMIENTO DE MORRINSON,ESCUELA SEDE MORRINSON
CESAR,RIO DE ORO,CORREGIMIENTO DE PUERTO NUEVO,ESCUELA SEDE PUERTO NUEVO
CESAR,SAN ALBERTO,IE ANDRES BELLO,CRA 5 A # 1-73
CESAR,SAN ALBERTO,IE RURAL EL LIBANO,CORREGIMIENTO EL LIBANO
CESAR,SAN ALBERTO,FUNDACION,INST. EDUCATIVO
CESAR,SAN ALBERTO,LA PALMA,ESC. RURAL
CESAR,SAN ALBERTO,LA LLANA,ESCUELA RURAL
CESAR,SAN ALBERTO,LA TRINIDAD,ESC. RURAL
CESAR,SAN ALBERTO,MONTENEGRO BAJO,ESC. RURAL
CESAR,SAN ALBERTO,PUERTO CARREÑO,ESC. RURAL
CESAR,LA PAZ,PUESTO CABECERA MUNICIPAL,CRA 2 No 1-23 IE CIRO PUPO MARTINEZ
CESAR,LA PAZ,GUAYMARAL,ESC. NUEVA GUAYMARAL
CESAR,LA PAZ,LA LAGUNA DE LOS INDIOS,ESC. NUEVA LA LAGUNA DE LOS IN
CESAR,LA PAZ,LOS ENCANTOS,ESC. NUEVA LOS ENCANTOS
CESAR,LA PAZ,MINGUILLO,ESC. MIXTA DE MINGUILLO
CESAR,LA PAZ,SAN JOSE DE ORIENTE,ESC. RURAL MIXTA SAN JOSE DE O
CESAR,LA PAZ,VARASBLANCAS,ESC. NUEVA DE VARAS BLANCAS
CESAR,SAN DIEGO,PUESTO CABECERA MUNICIPAL,CRA 11 # 5-53
CESAR,SAN DIEGO,EL RINCON,EL RINCON
CESAR,SAN DIEGO,LAS PITILLAS,ESC. NUEVA LAS PITILLAS
CESAR,SAN DIEGO,LOS BRASILES,ESC. NUEVA LOS BRASILES
CESAR,SAN DIEGO,LOS TUPES,ESC. NUEVA LOS TUPES
CESAR,SAN DIEGO,MEDIA LUNA,CAARRERA 10 N° 1 - 00
CESAR,SAN DIEGO,NUEVAS FLORES,NUEVAS FLORES
CESAR,SAN DIEGO,TOCAYMO,ESC. NUEVA JOSE MARTI
CESAR,SAN MARTIN,PUESTO CABECERA MUNICIPAL,KR. 9 Nº 17 A - 25 I.E. SAN MARTIN
CESAR,SAN MARTIN,AGUAS BLANCAS,ESC. NUESTRA SEÑORA DE LA PAZ
CESAR,SAN MARTIN,CUATRO BOCAS,INSTITUCIÓN EDUCATIVA CUATRO BOCAS
CESAR,SAN MARTIN,LA CURVA,INSTITUCIÓN EDUCATIVA LA CURVA
CESAR,SAN MARTIN,LOS BAGRES,ESC. LOS BAGRES
CESAR,SAN MARTIN,MINAS,INSTITUCIÓN EDUCATIVA MINAS
CESAR,SAN MARTIN,PITA LIMON,ESCUELA PITALIMON
CESAR,SAN MARTIN,PUERTO OCULTO,ESC. PUERTO OCULTO
CESAR,SAN MARTIN,SAN JOSE DE LAS AMERICAS,POLIDEPORTIVO SAN JOSE DE LAS AMERICAS
CESAR,SAN MARTIN,TERRAPLEN,POLIDEPORTIVO TERRAPLEN
CESAR,SAN MARTIN,TORCOROMA,ESC. TORCOROMA
CESAR,TAMALAMEQUE,PUESTO CABECERA MUNICIPAL,CLL 4 NO 7-50 ESC GENERAL SANTANDER
CESAR,TAMALAMEQUE,ANTEQUERA,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,BRISAS,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,LA BOCA,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,LAS PALMAS,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,MUNDO ALREVES,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,PASACORRIENDO,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,PALESTINA LA NUEVA,COL BACHILLERATO ARCENIO GUTIERREZ BARBOSA
CESAR,TAMALAMEQUE,PUEBLO NUEVO,ESCUELA RURAL MIXTA
CESAR,TAMALAMEQUE,ZAPATOSA,CORREGIMIENTO ZAPATOSA
CORDOBA,MONTERIA,IE LA RIBERA,CL 18 #7AW-46 BARRIO LA RIVERA
CORDOBA,MONTERIA,IE ESCUELA NORMAL SUPERIOR - JUAN XXII,CARRERA 1W # 37-115 BARRIO JUAN XXIII
CORDOBA,MONTERIA,IE LOS COLORES,CL 2 # 11A - 04W B. LOS COLORES
CORDOBA,MONTERIA,IE EL DORADO SEDE VALLEJO,CL 15 12W - 292 B. VALLEJO
CORDOBA,MONTERIA,IE JUAN XXIII,CLL 36 No 3W - 72 BARRIO JUAN XXIII
CORDOBA,MONTERIA,LICEO SAN FRANCISCO DE ASSIS,C 28 17A 35 W
CORDOBA,MONTERIA,IE CECILIA DE LLERAS,C 10 8A 04 LA GRANJA
CORDOBA,MONTERIA,IE LICEO GUILLERMO VALENCIA,K 3 1 05 BARRIO SANTANDER VIA BATALLON
CORDOBA,MONTERIA,IE POLICARPA SALAVARRIETA,DIAGONAL 12 #3-142 BARRIO POLICARPA
CORDOBA,MONTERIA,IE MERCEDES ABREGO,T 1 # 6 23 BARRIO PASTRANA BORRERO
CORDOBA,MONTERIA,IE GENERAL SANTANDER,T 7 # 10 13 BARRIO LA GRANJA
CORDOBA,MONTERIA,INSTITUCION EDUCATIVA ANTONIA SANTOS,D 23 3 125 LA GRANJA
CORDOBA,MONTERIA,IE SANTA MARIA GORETTI,CL 1 # 13 30 BARRIO P5
CORDOBA,MONTERIA,IE EL RECUERDO,CRA. 9 SUR # 16 - 50 L. 1 URB. LOS RECUERDOS
CORDOBA,MONTERIA,IE LOS ARAUJOS,"C 5 A S 12A 136 ""BR LOS ARAUJOS"""
CORDOBA,MONTERIA,IE LOS NOGALES,K 29 3D 69
CORDOBA,MONTERIA,IE MOGAMBO - E.MIXTA PANZENU-JAIME ELIAS,CLL 3 No 11 - 60 BARRIO PANZENU
CORDOBA,MONTERIA,IE MOGAMBO SEDE LA ESPERANZA,C 8 25 C 23
CORDOBA,MONTERIA,IE ROBINSON PITALUA SEDE VILLA LOS ALPES,CLL 22 MANZANA 14 ETAPA 6 BARRIO VILLA LOS ALPES
CORDOBA,MONTERIA,COLEGIO JUAN PABLO II,CARRERA 7 #22-65 CENTRO
CORDOBA,MONTERIA,IE ISABEL LA CATOLICA SD JOSE A.GALAN,CLL 15 N 13 A - 49
CORDOBA,MONTERIA,IE SANTA ROSA DE LIMA SD SAGRADO CORAZON,C 22A 15 A 66
CORDOBA,MONTERIA,GIMNASIO MI ALEGRE INFANCIA,CLL 17 A No 9 - 83 BARRIO LA JULIA
CORDOBA,MONTERIA,COLEGIO LATINO,C 26 22D 21 BARRIO PRADERA
CORDOBA,MONTERIA,COLEGIO VISION MUNDIAL,K 14C 12 12 BARRIO 6 DE MARZO
CORDOBA,MONTERIA,IE JOSE MARIA CORDOBA SD CAMILO LAMADRID,K 29B 28 23
CORDOBA,MONTERIA,IE VICTORIA MANZUR SEDE PARAISO,K 29B 25 38
CORDOBA,MONTERIA,IE VICTORIA MANZUR SEDE JORGE ELIECER G.,C 22 28B - 29
CORDOBA,MONTERIA,IE ANTONIO NARIÑO - SUCRE,C 44 2 15 BARRIO SUCRE
CORDOBA,MONTERIA,COLEGIO BRITANICO DE MONTERIA,C 65 8 100 LA CASTELLANA
CORDOBA,MONTERIA,IE VILLA CIELO,K 44A 58 28 BARRIO VILLA CIELO
CORDOBA,MONTERIA,IE JOSE MARIA CORDOBA,C 29 16B 173 BARRIO SAN JOSE
CORDOBA,MONTERIA,COLEGIO LA SAGRADA FAMILIA,K 7A 63 92 BARRIO ALCAZARES
CORDOBA,MONTERIA,COLEGIO GIMNASIO EL RECREO,K 3 69 07 EL RECREO
CORDOBA,MONTERIA,IE INEM LORENZO MARIA LLERAS,K 6 77 869 VIA CERETE
CORDOBA,MONTERIA,CENTRO COMERCIAL ALAMEDAS,CARRERA 9 No. 44 - 15
CORDOBA,MONTERIA,CENTRO COMERCIAL NUESTRO DE MONTERIA,Tv. 29 #29-69
CORDOBA,MONTERIA,IE CAMILO TORRES - MOCARI,K 4C 97 35 MOCARI
CORDOBA,MONTERIA,GARZONES,BARRIO LOS GARZONES
CORDOBA,MONTERIA,INSTITUCION EDUCATIVA GARZONES SEDE 1,I E LOS GARZONES SEDE 1
CORDOBA,MONTERIA,IE MORINDO SANTA FE - MORINDO CENTRAL 11CORREGIMIENTO,IE MORINDO SANTAFE- MORINDO CENTRAL CGTO MORINDO
CORDOBA,MONTERIA,SANTA LUCIA 38CORREGIMIENTO,IE RAFAEL NUÑEZ - CGTO SANTA LUCIA
CORDOBA,MONTERIA,IE SANTA CLARA DE ASIS - SEDE PRINCIPAL 13CORREGIMIENTO,IE SANTA CLARA DE ASIS - S.PPAL- CGTO SANTA CLARA
CORDOBA,MONTERIA,CAÑO VIEJO PALOTAL 14CORREG,IE CAÑO VIEJO - CGTO CAÑO VIEJO PALOTAL
CORDOBA,MONTERIA,IE LETICIA ESC RURAL MIX NUEVO PARAISO 15CORREGIMIENTO,IE LETICIA ESC MIXTA N PARAISO CGTO NUEVO PARAISO
CORDOBA,MONTERIA,MARTINICA 16CORREGIMIENTO,INSTITUCION EDUCATIVA MARTINICA - CGTO MARTINICA
CORDOBA,MONTERIA,LETICIA 17CORREGIMIENTO,INST EDUCATIVA LETICIA CORDOBA - CGTO LETICIA
CORDOBA,MONTERIA,PUEBLO BUJO 18CORREGIMIENTO,INST EDUCATIVA PUEBLO BUJO - CGTO PUEBLO BUJO
CORDOBA,MONTERIA,LOMA VERDE 19CORREGIMIENTO,INST EDUCATIVA LOMA VERDE - CGTO LOMA VERDE
CORDOBA,MONTERIA,JARAQUIEL 20CORREGIMIENTO,INST EDUC SAN JOSE DEL JARAQUIEL - CGTO JARAQUIEL
CORDOBA,MONTERIA,IE LICEO MIGUEL ANTONIO CARO SED PPAL 21CORREGIMIENTO,IE LIC MIGUEL ANTONIO CARO SDPPAL CGTO LAS PALOMAS
CORDOBA,MONTERIA,GUASIMAL 22CORREGIMIENTO,INSTITUCION EDUCATIVA GUASIMAL - CGTO GUASIMAL
CORDOBA,MONTERIA,EL SABANAL 23CORREGIMIENTO,INSTITUCION EDUCATIVA EL SABANAL - CGTO EL SABANAL
CORDOBA,MONTERIA,EL CERRITO 24CORREGIMIENTO,INSTITUCION EDUCATIVA EL CERRITO - CGTO EL CERRITO
CORDOBA,MONTERIA,PATIO BONITO 25CORREGIMIENTO,INST EDUCATIVA PATIO BONITO - CGTO PATIO BONITO
CORDOBA,MONTERIA,LA VICTORIA 26CORREGIMIENTO,INST EDUCATIVA LA VICTORIA - CGTO LA VICTORIA
CORDOBA,MONTERIA,IE GUATEQUE - SEDE PRINCIPAL 27CORREGIMIENTO,IE GUATEQUE - SEDE PRINCIPAL - CGTO GUATEQUE
CORDOBA,MONTERIA,SAN ISIDRO 28CORREGIMIENTO,INSTITUCION EDUCATIVA SAN ISIDRO - CGTO SAN ISIDRO
CORDOBA,MONTERIA,IE SAN ANTERITO SEDE PRINCIPAL 29CORREGIMIENTO,IE SAN ANTERITO SEDE PRINCIPAL - CGTO SAN ANTERITO
CORDOBA,MONTERIA,NUEVA LUCIA 30CORREGIMIENTO,INSTITUCION EDUCATIVA NUEVA LUCIA - CGTO NVA LUCIA
CORDOBA,MONTERIA,SANTA ISABEL 31CORREGIMIENTO,INST EDUCATIVA SANTA ISABEL - CORG SANTA ISABEL
CORDOBA,MONTERIA,TRES PALMAS 32CORREGIMIENTO,INST EDUACTIVA TRES PALMAS - CGTO TRES PALMAS
CORDOBA,MONTERIA,IE SANTAFE ESC RURAL MIXTA TRES PIEDRAS 33CORREGIMIENTO,IE SANTAFE ESC MIXTA TRES PIEDRA CGTO TRES PIEDRAS
CORDOBA,MONTERIA,BUENOS AIRES 34CORREGIMIENTO,INST EDUCATIVA BUENOS AIRES - CGTO BUENOS AIRES
CORDOBA,MONTERIA,LA MANTA 35CORREGIMIENTO,INSTITUCION EDUCATIVA LA MANTA - CGTO LA MANTA
CORDOBA,MONTERIA,NUEVA ESPERANZA 36CORREG,INST EDUC NUEVA ESPERANZA - CGTO NVA ESPERANZA
CORDOBA,MONTERIA,IE KM 12 - SEDE PRINCIPAL 37CORREG,IE KM 12 - SEDE PRINCIPAL- CGTO KILOMETRO 12
CORDOBA,MONTERIA,IE AGUAS NEGRAS,VEREDA AGUAS NEGRAS
CORDOBA,MONTERIA,SALON COMUNAL VEREDA BOCA DE LA CEIBA,CLL 1 No 1A-34 PLAZA PRINC VEREDA BOCA DE LA CEIBA
CORDOBA,MONTERIA,IE JUAN XXIII SEDE EL VIDRIAL 14CORREG,VEREDA EL VIDRIAL
CORDOBA,MONTERIA,INST EDUC BESITO VOLAO SEDE LOS PERICOS,IE BESITO VOLAO SD LOS PERICOS-VEREDA LOS PERICOS
CORDOBA,MONTERIA,IE LOS GARZONES - ESC RUR MIX DE ARENAL,IE GARZONES - ESC RUR MIX DE ARENAL- VEREDA ARENAL
CORDOBA,MONTERIA,IE MORINDO SANTA FE - SEDE PRINCIPAL 11CORREGIMIENTO,IE MORINDO SANTA FE SEDE PRINCIPAL CGTO MORINDO
CORDOBA,MONTERIA,IE GUATEQUE - ESC NUEVA MEDELLIN CORDOBA 27CORREGIMIENTO,IE GUATEQUE ESC NVA MEDELLINCORDOBA CGTO GUATEQUE
CORDOBA,MONTERIA,IE GUASIMAL - ESC NUEVA EL CARMEN 21CORREGIMIENTO,IE GUASIMAL ESC NVA EL CARMEN CGTO PALOMAS
CORDOBA,AYAPEL,SEDE MARIA MONTESSORI,CARRERA 7A ENTRE CALLE 9 y 10
CORDOBA,AYAPEL,SEDE SIMON BOLIVAR,CALLE 10 #13-03
CORDOBA,AYAPEL,SEDE MARIA AUXILIADORA VILLA ESPERANZA,CARRERA 12A ENTRE CALLE 4A Y 4B
CORDOBA,AYAPEL,IE CARLOS ADOLFO URUETA,TR 5 DG 26 Y 28 BARRIO SANTA ELENA
CORDOBA,AYAPEL,IE MARCOS FIDEL SUAREZ,TR 17 No. 31-47 BARRIO SANTA ANA
CORDOBA,AYAPEL,ALFONSO LOPEZ,C.E. ALFONSO LOPEZ
CORDOBA,AYAPEL,CAÑO PESCADO NUMERO UNO,CENTRO EDU CAÑO PESCAO NUMERO UNO
CORDOBA,AYAPEL,EL TOTUMO,I.E CAÑO PRIETO TOTUMO
CORDOBA,AYAPEL,CECILIA,C.E. CECILIA
CORDOBA,AYAPEL,EL CEDRO,I.E EL CEDRO
CORDOBA,AYAPEL,LAS DELICIAS,C.E. MONTERREY
CORDOBA,AYAPEL,MARRALU,C.E. MARRALU
CORDOBA,AYAPEL,NARIÑO,C.E. PLAYA BLANCA
CORDOBA,AYAPEL,PALOTAL,I.E NUESTRA SEÑORA DEL ROSARIO
CORDOBA,AYAPEL,POPALES,I.E POPALES
CORDOBA,AYAPEL,SINCELEJITO,I.E SINCELEJITO
CORDOBA,BUENAVISTA,I.E SAGRADO CORAZON DE JESUS,CALLE 12 No. 15-120
CORDOBA,BUENAVISTA,CIENAGA DE LAS MARIAS,I.E TIERRA SANTA SEDE CIENAGA DE LAS MARIAS
CORDOBA,BUENAVISTA,BELEN,I.E BELEN
CORDOBA,BUENAVISTA,EL VIAJANO,I.E EL VIAJANO
CORDOBA,BUENAVISTA,EL PARAISO,I.E MARISCAL SUCRE SEDE ESC NUEVA EL PARAISO
CORDOBA,BUENAVISTA,MEJOR ESQUINA,I. E MEJOR ESQUINA
CORDOBA,BUENAVISTA,NUEVA ESTACION,I.E SAGRADO CORAZON DE JESUS SEDE NUEVA ESTACION
CORDOBA,BUENAVISTA,PUERTO CORDOBA,I.E NUESTRA SEÑORA DE FATIMA SEDE LA INMACULADA
CORDOBA,BUENAVISTA,SANTAFE DEL ARCIAL,I. E SANTA FE DEL ARCIAL
CORDOBA,BUENAVISTA,TIERRA SANTA,I.E TIERRA SANTA
CORDOBA,BUENAVISTA,VILLA FATIMA,I.E NUESTRA SEÑORA DE FATIMA
CORDOBA,CANALETE,PUESTO CABECERA MUNICIPAL,CALLE 3 #5-80 AV EDUARDO DALLAS RIVAS
CORDOBA,CANALETE,BUENOS AIRES,I.E BUENOS AIRES
CORDOBA,CANALETE,CORDOBITA FRONTERA,I.E CORDOBITA FRONTERA
CORDOBA,CANALETE,CORDOBITA CENTRAL,I.E CORDOBITA CENTRAL
CORDOBA,CANALETE,EL GUINEO,I.E EL GUINEO
CORDOBA,CANALETE,EL LIMON,I.E EL LIMON
CORDOBA,CANALETE,CADILLO,I.E CADILLO
CORDOBA,CANALETE,EL TOMATE,I.E EL TOMATE
CORDOBA,CANALETE,LA LORENZA,LA LORENZA
CORDOBA,CANALETE,POPAYAN,COL NUESTRA SRA DEL CARMEN
CORDOBA,CANALETE,QUEBRADA DE URANGO,I.E QUEBRADA DE URANGO
CORDOBA,CANALETE,SI SE VAN,I.E SISEBAN
CORDOBA,CANALETE,TIERRADENTRO,I.E TIERRADENTRO
CORDOBA,CERETE,I.E MARCELIANO POLO,CL 18 #5-97 FTE AL PARQUE BR E
CORDOBA,CERETE,ESCUELA DE CARACAS,BARRIO CARACAS
CORDOBA,CERETE,I.E 24 DE MAYO,CL9A KRS 24Y25 BR 24 DE MAYO.
CORDOBA,CERETE,I.E DOLORES GARRIDO DE GONZALEZ,BR VENUS VIA CERETE SAN PELAYO
CORDOBA,CERETE,I.E CAÑITO DE LOS SÁBALOS,BARRIO EL CAÑITO
CORDOBA,CERETE,ESCUELA CUERO CURTIDO,CORREGIMIENTO DE CUERO CURTIDO
CORDOBA,CERETE,I.E. CRISTOBAL COLON,CORREGIMIENTO DE VENADOS CAMPANITO
CORDOBA,CERETE,I.E GERMAN VARGAS CANTILLO MANGUELITO,CORREGIMIENTO MANGUELITO
CORDOBA,CERETE,I.E ALFONSO SPATH SPATH DE MARTINEZ,CORREGIMIENTO DE MARTINEZ
CORDOBA,CERETE,I.E JULIAN PINTO BUENDIA BTO MATEO GOMEZ,CORREGIMIENTO DE MATEO GOMEZ
CORDOBA,CERETE,IE JOSE ANTONIO GALAN DE RABOLARGO SD B,CORREGIMIENTO DE RABOLARGO
CORDOBA,CERETE,I.E SAN JOSÉ DEL QUEMADO,VEREDA EL QUEMADO - CGTO RETIRO LOS INDIOS
CORDOBA,CERETE,I.E SEVERA,CORREGIMIENTO SEVERA
CORDOBA,CERETE,I.E TRES MARIA,CORREGIMIENTO DE TRES MARIA
CORDOBA,CIENAGA DE ORO,I.E. ALIANZA PARA EL PROGRESO,CL 8 KR 9 ESQ
CORDOBA,CIENAGA DE ORO,INST EDUC MARCO FIDEL SUAREZ,BR LA X VIA CERETE
CORDOBA,CIENAGA DE ORO,I.E. SAN ISIDRO,CL 2 ESTE #19B-45
CORDOBA,CIENAGA DE ORO,BUGRE,SC LAS BALSAS SD DRAGA CTO BUG
CORDOBA,CIENAGA DE ORO,EL SIGLO,I.E. EL SIGLO SEDE EGIPTO
CORDOBA,CIENAGA DE ORO,CAMPO BONITO,CAMPO BONITO
CORDOBA,CIENAGA DE ORO,LAGUNETA,CGTO LA GUNETA-I.E LA GUNETA
CORDOBA,CIENAGA DE ORO,BARRO PRIETO,CORREGIMIENTO BARRO PRIETO
CORDOBA,CIENAGA DE ORO,LAS PALMITAS,I.E.LAS PALMITAS CGTO LAS PALM
CORDOBA,CIENAGA DE ORO,LAS PIEDRAS,LAS PIEDRAS
CORDOBA,CIENAGA DE ORO,LOS MIMBRES,CGTO LOS MIMBRES-SC LOS MIMBRE
CORDOBA,CIENAGA DE ORO,EL SALADO,CORREGIMIENTO EL SALADO
CORDOBA,CIENAGA DE ORO,INST EDUCATIVA JOSE MARIA BERASTEGUI,CORREGIMIENTO BERASTEGUI
CORDOBA,CIENAGA DE ORO,PIJIGUAYAL,CGTO PIJIGUAYAL-I.E PIJIGUAY
CORDOBA,CIENAGA DE ORO,PUNTA DE YANEZ,IE PTA DE YANEZ SD P/PAL CGT
CORDOBA,CIENAGA DE ORO,SAN ANTONIO DEL TACHIRA,CGTO SAN ANTONIO DEL TACHIRA
CORDOBA,CIENAGA DE ORO,SANTIAGO DEL SUR,C.E.STIAGO POBRE CGTO STIAGO D
CORDOBA,COTORRA (BONGO),PUESTO CABECERA MUNICIPAL,IE DE BTO EL CARMEN CLL PPAL BARRIO EL CARMEN
CORDOBA,COTORRA (BONGO),ABROJAL,IE SEDE ABROJAL CLL PPAL
CORDOBA,COTORRA (BONGO),EL PASO DE LAS FLORES,CL P/PAL CGTO EL PASO DE LAS F
CORDOBA,COTORRA (BONGO),LA CULEBRA,CGTO LA CULEBRA CL PRINCIPAL
CORDOBA,COTORRA (BONGO),LAS AREPAS,CGTO LAS AREPAS CL PRINCIPAL
CORDOBA,COTORRA (BONGO),LOS CEDROS,CGTO. LOS CEDROS
CORDOBA,COTORRA (BONGO),LOS GOMEZ,CGTO LOS GOMEZ M.D. CL P/PAL
CORDOBA,COTORRA (BONGO),MORALITO,CGTO MORALITO CL PRINCIPAL
CORDOBA,COTORRA (BONGO),TREMENTINO,CGTO. TREMENTINO
CORDOBA,CHIMA,PUESTO CABECERA MUNICIPAL,CL 4#16-33 AV SANTO DOMINGO-IE SANTO DOMINGO VIDAL
CORDOBA,CHIMA,ARACHE,ARACHE
CORDOBA,CHIMA,CAMPO BELLO,CAMPO BELLO
CORDOBA,CHIMA,CAROLINA,CAROLINA
CORDOBA,CHIMA,COROZALITO,COROZALITO
CORDOBA,CHIMA,PUNTA VERDE,PUNTA VERDE
CORDOBA,CHIMA,SITIO VIEJO,SITIO VIEJO
CORDOBA,CHIMA,PIMENTAL,PIMENTAL
CORDOBA,CHIMA,SABANA COSTA,CENTRO EDUCATIVO CAMPO BELLO - SEDE SABANA COSTA
CORDOBA,CHINU,COLEGIO SAN FRANCISCO DE ASIS,KR3#15-10 BR S. FCISCO DE ASIS
CORDOBA,CHINU,CENTRO EDUCATIVO LAS MERCEDES,KR 8 #10-10 BR CHINULITO
CORDOBA,CHINU,CTRO EDUC. MARIA AUXILIADORA,KR 7 #18-34 PLAZA TAKAZUAN
CORDOBA,CHINU,CTRO EDUC. JOSE YANCES MUTIS,KR 9 #29-25 BR CHAMBACU
CORDOBA,CHINU,AGUAS VIVAS,C.E. AGUAS VIVAS
CORDOBA,CHINU,ANDALUCIA,C.E. ANDA LUCIA
CORDOBA,CHINU,ARRIMADERO,C.E. ARRIMADERO
CORDOBA,CHINU,CACAOTAL,C.E. CACAOTAL
CORDOBA,CHINU,CEJA GRANDE,C.E. CEJA GRANDE
CORDOBA,CHINU,LA FLORESTA,LA FLORESTA
CORDOBA,CHINU,CARBONERO,C.E. CARBONERO
CORDOBA,CHINU,EL CHORRILLO,C.E. EL CHORRILO
CORDOBA,CHINU,EL DESEO,C.E. EL DESEO
CORDOBA,CHINU,EL PARAISO,C.E. EL PARAISO
CORDOBA,CHINU,EL PITAL,IGLESIA EVANGELICA BETANIA
CORDOBA,CHINU,EL TIGRE,C.E. EL TIGRE
CORDOBA,CHINU,FLECHAS SABANAS,C.E. FLECHAS SABANAS
CORDOBA,CHINU,GARBADO,C.E. GARBADO
CORDOBA,CHINU,HEREDIA,C.E. HEREDIA
CORDOBA,CHINU,LA PANAMA,C.E. LA PANAMA
CORDOBA,CHINU,LOS ANGELES,C.E. LOS ANGELES
CORDOBA,CHINU,LA PILONA,C.E. LA PILONA
CORDOBA,CHINU,NUEVO ORIENTE,C.E. NVO ORIENTE
CORDOBA,CHINU,PALMITAL,C.E. PALMITAL
CORDOBA,CHINU,RETIRO DE LOS PEREZ,C.E. RETIRO DE LOS PEREZ
CORDOBA,CHINU,PISABONITO,C.E. PISA BONITO
CORDOBA,CHINU,SAN MATEO,C.E. SAN MATEO
CORDOBA,CHINU,JERICO,C.E. JERICO
CORDOBA,CHINU,PAJONAL,C.E. PAJONAL
CORDOBA,CHINU,SAN RAFAEL,C.E. SAN RAFAEL
CORDOBA,CHINU,SANTA CECILIA,C.E. SANTA CECILIA
CORDOBA,CHINU,SANTA FE,C.E. SANTA FE
CORDOBA,CHINU,SANTA ROSA,C.E. SANTA ROSA
CORDOBA,CHINU,SEVILLA (FLECHAS),C.E. SEVILLA FLECHAS
CORDOBA,CHINU,TIERRA GRATA,C.E. TIERRRA GRATA
CORDOBA,CHINU,NOVA,C.E. NOVA
CORDOBA,CHINU,VILLA FATIMA,C.E. VILLA FATIMA
CORDOBA,CHINU,BLEO VERDINAL,C.E. BLEO VERDINAL
CORDOBA,CHINU,LAS PIÑUELAS,CABILDO MENOR INDIGENA DE CAPIRRA
CORDOBA,CHINU,TERMOELECTRICA,C.E. RINCON GRANDE
CORDOBA,CHINU,LAS LOMAS,C.E. LAS LOMAS
CORDOBA,CHINU,RAICERO,C.E. RAICERO
CORDOBA,CHINU,SAN QUIRRE,C.E. GABRIEL GARCIA MARQUEZ
CORDOBA,LA APARTADA (FRONTERA),IE SITIO NUEVO,CRA 5 CLL 27 28 BARRIO SAN MATEO
CORDOBA,LA APARTADA (FRONTERA),CAMPO ALEGRE,CENT EDUC CAMPO ALEGRE
CORDOBA,LA APARTADA (FRONTERA),LA BALSA,CENT EDUC LA BALSA
CORDOBA,LA APARTADA (FRONTERA),PUERTO CORDOBA,CARRETERA TRONCAL PUENTE SANJORGE
CORDOBA,LORICA,IE DAVID SANCHEZ J. SEDE SANTA TERESITA,CLL 2 No. 7 - 20
CORDOBA,LORICA,INST. CIUDAD LORICA - ICIL,CALLE 7 # 19 - 62
CORDOBA,LORICA,COLEGIO EL ENCANTO,CALLE 2 N 15 02
CORDOBA,LORICA,INSTITUTO NIÑO JESUS DE PRAGA,CRA 26 N 12-40 BRR SAN PEDRO
CORDOBA,LORICA,UNV. DE CORDOBA SEDE LORICA,CLL. 23 N. 27-00 VIA CHINU
CORDOBA,LORICA,IE ANTONIO DE LA TORRE Y MIRANDA S CONAL,CL 18 No. 16 - 15
